Date,Security Name,Symbol,Shares,Weight(%),52 Wk Change(%)
06/11/2021,Brookfield Asset Management Inc.,BAM.A,2491151.0,0.25,
06/11/2021,Prosus NV,PRX,1648988.0,0.25,
06/11/2021,Shin-Etsu Chemical Co. Ltd.,4063,742497.0,0.24,
06/11/2021,Westpac Banking Corp.,WBC,6868012.0,0.24,0.0
06/11/2021,BNP Paribas SA,BNP,2022469.0,0.24,
06/11/2021,Canadian National Railway Co.,CNR,1108409.0,0.24,88.66
06/11/2021,National Australia Bank Ltd.,NAB,6176583.0,0.23,
06/11/2021,Housing Development Finance Corp. Ltd.,HDFC,3263551.0,0.23,
06/11/2021,Deutsche Telekom AG,DTE,6046920.0,0.23,-8.82
06/11/2021,Tokyo Electron Ltd.,8035,276836.0,0.23,
06/11/2021,L'Oreal SA,N/A,290348.0,0.23,
06/11/2021,Unilever plc,ULVR,2231670.0,0.23,
06/11/2021,China Construction Bank Corp.,939,170173517.0,0.23,
06/11/2021,Bank of Montreal,BMO,1208972.0,0.23,77.16
06/11/2021,Reliance Industries Ltd.,RELIANCE,3361289.0,0.22,
06/11/2021,Deutsche Post AG,DPW,1829226.0,0.22,37.42
06/11/2021,Glencore plc,GLEN,24784256.0,0.22,
06/11/2021,Banco Santander SA,SAN,32034555.0,0.22,94.28
06/11/2021,Iberdrola SA,IBE,11044717.0,0.21,
06/11/2021,Zurich Insurance Group AG,ZURN,277919.0,0.21,
06/11/2021,adidas AG,ADS,358161.0,0.21,62.26
06/11/2021,Enel SPA,ENEL,14547443.0,0.21,
06/11/2021,Daikin Industries Ltd.,6367,495931.0,0.2,
06/11/2021,Lonza Group AG,LONN,138660.0,0.2,
06/11/2021,ING Groep NV,INGA,7287657.0,0.2,
06/11/2021,Hoya Corp.,7741,667409.0,0.2,
06/11/2021,Australia & New Zealand Banking Group Ltd.,ANZ,5326747.0,0.2,
06/11/2021,ABB Ltd.,ABBN,3169023.0,0.2,
06/11/2021,KDDI Corp.,9433,3135824.0,0.2,
06/11/2021,EssilorLuxottica SA,EL,551779.0,0.2,53.46
06/11/2021,Honda Motor Co. Ltd.,7267,3198913.0,0.19,
06/11/2021,Hitachi Ltd.,6501,1729036.0,0.19,
06/11/2021,Infineon Technologies AG,IFX,2447912.0,0.19,
06/11/2021,Cie Financiere Richemont SA,CFR,954411.0,0.19,96.91
06/11/2021,Tata Consultancy Services Ltd.,TCS,1941634.0,0.19,41.09
06/11/2021,Bayer AG,BAYN,1842193.0,0.19,0.0
06/11/2021,BHP Group plc,BHP,3887535.0,0.19,9.36
06/11/2021,Wuxi Biologics Cayman Inc.,2269,6135112.0,0.19,
06/11/2021,AXA SA,CS,3593940.0,0.19,1.09
06/11/2021,Reckitt Benckiser Group plc,RKT,1186745.0,0.18,-16.59
06/11/2021,Murata Manufacturing Co. Ltd.,6981,1066455.0,0.18,
06/11/2021,Nidec Corp.,6594,866369.0,0.18,
06/11/2021,Prudential plc,PRU,4887917.0,0.18,75.81
06/11/2021,Nintendo Co. Ltd.,7974,200765.0,0.18,
06/11/2021,Daiichi Sankyo Co. Ltd.,4568,3512169.0,0.18,
06/11/2021,Vinci SA,DG,937961.0,0.18,4.35
06/11/2021,UBS Group AG,UBSG,6089899.0,0.18,
06/11/2021,Kering SA,KER,137234.0,0.18,
06/11/2021,Reliance Industries Ltd.,RIGD,1339632.0,0.17,
06/11/2021,Infosys Ltd.,INFY,4128417.0,0.17,55.25
06/11/2021,Intesa Sanpaolo SPA,ISP,31132283.0,0.17,
06/11/2021,DSV A/S,DSV,366872.0,0.17,
06/11/2021,TC Energy Corp.,TRP,1832507.0,0.17,28.69
06/11/2021,Canadian Imperial Bank of Commerce,CM,818102.0,0.17,53.34
06/11/2021,Air Liquide SA,N/A,560609.0,0.17,
06/11/2021,MediaTek Inc.,2454,2778700.0,0.17,
06/11/2021,Anheuser-Busch InBev SA/NV,ABI,1570266.0,0.17,
06/11/2021,Takeda Pharmaceutical Co. Ltd.,4502,2741255.0,0.17,
06/11/2021,Industrial & Commercial Bank of China Ltd.,1398,150821655.0,0.16,
06/11/2021,Pernod Ricard SA,RI,388987.0,0.16,
06/11/2021,Safran SA,SAF,654722.0,0.16,
06/11/2021,SK Hynix Inc.,660,965576.0,0.16,
06/11/2021,NIO Inc.,NIO,2423247.0,0.16,12.15
06/11/2021,Lloyds Banking Group plc,LLOY,132347203.0,0.16,
06/11/2021,Sumitomo Mitsui Financial Group Inc.,8316,2428481.0,0.16,
06/11/2021,Samsung Electronics Co. Ltd.,5935,1423189.0,0.16,
06/11/2021,Banco Bilbao Vizcaya Argentaria SA,BBVA,12443504.0,0.16,144.01
06/11/2021,Wesfarmers Ltd.,WES,2118853.0,0.16,174.71
06/11/2021,Hon Hai Precision Industry Co. Ltd.,2317,22509823.0,0.16,
06/11/2021,Sika AG,SIKA,264592.0,0.16,
06/11/2021,JD.com Inc.,JD,1145620.0,0.16,-13.15
06/11/2021,Hermes International,RMS,57792.0,0.15,
06/11/2021,FANUC Corp.,6954,358610.0,0.15,
06/11/2021,National Grid plc,NG.,6651946.0,0.15,
06/11/2021,Macquarie Group Ltd.,MQG,623502.0,0.15,
06/11/2021,Givaudan SA,GIVN,17261.0,0.15,
06/11/2021,Canadian Natural Resources Ltd.,CNQ,2169388.0,0.15,160.12
06/11/2021,Volkswagen AG,VOW3,345611.0,0.15,
06/11/2021,NAVER Corp.,35420,246793.0,0.15,
06/11/2021,Barclays plc,BARC,31638287.0,0.15,
06/11/2021,Baidu Inc.,BIDU,512873.0,0.15,12.77
06/11/2021,Anglo American plc,AAL,2297897.0,0.15,98.27
06/11/2021,Vodafone Group plc,VOD,51706824.0,0.15,8.99
06/11/2021,Canadian Pacific Railway Ltd.,CP,1248823.0,0.15,23.24
06/11/2021,Al Rajhi Bank,1120,2297847.0,0.14,
06/11/2021,Koninklijke Philips NV,PHIA,1694985.0,0.14,
06/11/2021,Muenchener Rueckversicherungs-Gesellschaft AG in Muenchen,MUV2,262115.0,0.14,
06/11/2021,Investor AB,INVE,3562837.0,0.14,242.56
06/11/2021,Industria de Diseno Textil SA,ITX,1961148.0,0.14,
06/11/2021,ITOCHU Corp.,8001,2528728.0,0.14,
06/11/2021,DBS Group Holdings Ltd.,D05,3386134.0,0.14,
06/11/2021,Danone SA,BN,1122797.0,0.14,
06/11/2021,Atlas Copco AB,ATCO,1217359.0,0.14,46.74
06/11/2021,Vestas Wind Systems A/S,VWS,1886445.0,0.14,
06/11/2021,Ping An Insurance Group Co. of China Ltd.,2318,10815862.0,0.14,
06/11/2021,Experian plc,EXPN,1713774.0,0.14,
06/11/2021,Sberbank of Russia PJSC,SBER,14792356.0,0.13,
06/11/2021,Mitsubishi Corp.,8058,2237872.0,0.13,
06/11/2021,Nutrien Ltd.,NTR,1066557.0,0.13,73.97
06/11/2021,Gazprom PJSC,OGZD,6827148.0,0.13,
06/11/2021,Manulife Financial Corp.,MFC,3629630.0,0.13,38.64
06/11/2021,SMC Corp.,6273,106431.0,0.13,
06/11/2021,Nordea Bank Abp,NDA,5225418.0,0.13,
06/11/2021,London Stock Exchange Group plc,LSEG,679196.0,0.13,
06/11/2021,Dassault Systemes SE,DSY,1273212.0,0.13,
06/11/2021,Cellnex Telecom SA,CLNX,1137388.0,0.13,
06/11/2021,Compass Group plc,CPG,3328217.0,0.13,279.69
06/11/2021,Alcon Inc.,ALC,859178.0,0.13,41.53
06/11/2021,Woolworths Group Ltd.,WOW,2373745.0,0.13,266.79
06/11/2021,Fast Retailing Co. Ltd.,9983,95762.0,0.13,
06/11/2021,Vale SA,VALE3,4835953.0,0.13,
06/11/2021,SoftBank Corp.,9434,5063539.0,0.13,
06/11/2021,Mizuho Financial Group Inc.,8411,4749270.0,0.13,
06/11/2021,Xiaomi Corp.,1810,24764568.0,0.13,
06/11/2021,Saudi National Bank,1180,4118948.0,0.13,
06/11/2021,Fujitsu Ltd.,6702,352239.0,0.12,
06/11/2021,Mitsui & Co. Ltd.,8031,2976870.0,0.12,
06/11/2021,Partners Group Holding AG,PGHN,41972.0,0.12,
06/11/2021,Naspers Ltd.,NPN,395500.0,0.12,11.98
06/11/2021,L'Oreal SA,OR,159369.0,0.12,9.41
06/11/2021,Eni SPA,ENI,4702102.0,0.12,
06/11/2021,Telefonaktiebolaget LM Ericsson,ERIC,5661818.0,0.12,-4.95
06/11/2021,Koninklijke DSM NV,DSM,310575.0,0.12,9.97
06/11/2021,Capgemini SE,CAP,295227.0,0.12,795.0
06/11/2021,CRH plc,CRH,1398761.0,0.12,35.23
06/11/2021,Seven & i Holdings Co. Ltd.,3382,1437959.0,0.12,
06/11/2021,Ashtead Group plc,AHT,837297.0,0.12,6.05
06/11/2021,Waste Connections Inc.,WCN,492121.0,0.12,30.54
06/11/2021,Koninklijke Ahold Delhaize NV,AD,1833215.0,0.12,
06/11/2021,Vonovia SE,VNA,1077093.0,0.12,
06/11/2021,Volvo AB,VOLV,2888998.0,0.12,
06/11/2021,Nippon Telegraph & Telephone Corp.,9432,2258349.0,0.12,
06/11/2021,Tokio Marine Holdings Inc.,8766,1207470.0,0.12,
06/11/2021,Pinduoduo Inc.,PDD,694655.0,0.12,-24.12
06/11/2021,RELX plc,REL,1991929.0,0.11,
06/11/2021,Sun Life Financial Inc.,SLF,1092133.0,0.11,35.6
06/11/2021,Samsung SDI Co. Ltd.,6400,98359.0,0.11,
06/11/2021,Infosys Ltd.,INFY,2634533.0,0.11,55.25
06/11/2021,Hindustan Unilever Ltd.,HINDUNILVR,1661234.0,0.11,
06/11/2021,FUJIFILM Holdings Corp.,4901,660326.0,0.11,
06/11/2021,LG Chem Ltd.,51910,86230.0,0.11,
06/11/2021,Ferguson plc,FERG,419349.0,0.11,44.67
06/11/2021,Astellas Pharma Inc.,4503,3471316.0,0.11,
06/11/2021,Terumo Corp.,4543,1231331.0,0.11,
06/11/2021,Oriental Land Co. Ltd./Japan,4661,349937.0,0.11,
06/11/2021,China Merchants Bank Co. Ltd.,3968,7471341.0,0.11,
06/11/2021,Constellation Software Inc./Canada,CSU,36261.0,0.11,220.26
06/11/2021,Deutsche Boerse AG,DB1,344429.0,0.11,
06/11/2021,Bayerische Motoren Werke AG,BMW,607659.0,0.11,
06/11/2021,Alimentation Couche-Tard Inc.,ATD.B,1483827.0,0.11,
06/11/2021,M3 Inc.,2413,789011.0,0.11,
06/11/2021,Suncor Energy Inc.,SU,2773406.0,0.11,122.11
06/11/2021,Cie de Saint-Gobain,SGO,890351.0,0.11,
06/11/2021,Nokia Oyj,NOKIA,10546146.0,0.11,
06/11/2021,Denso Corp.,6902,850284.0,0.1,
06/11/2021,Central Japan Railway Co.,9022,339597.0,0.1,
06/11/2021,Novatek PJSC,NVTK,1995332.0,0.1,
06/11/2021,Oversea-Chinese Banking Corp. Ltd.,O39,6575602.0,0.1,
06/11/2021,Merck KGaA,MRK,242349.0,0.1,1.23
06/11/2021,Kone Oyj,KNEBV,734853.0,0.1,
06/11/2021,Legrand SA,LR,502668.0,0.1,
06/11/2021,Goodman Group,GMG,3402502.0,0.1,
06/11/2021,Hexagon AB,HEXA,3342329.0,0.1,
06/11/2021,Assicurazioni Generali SPA,G,2426808.0,0.1,34.62
06/11/2021,Bridgestone Corp.,5108,1078402.0,0.1,
06/11/2021,Kao Corp.,4452,863783.0,0.1,
06/11/2021,Bank of China Ltd.,3988,147386284.0,0.1,
06/11/2021,Amadeus IT Group SA,AMS,800079.0,0.1,66.48
06/11/2021,Wolters Kluwer NV,WKL,491196.0,0.1,
06/11/2021,UniCredit SPA,UCG,4074594.0,0.1,
06/11/2021,Transurban Group,TCL,5124899.0,0.1,
06/11/2021,STMicroelectronics NV,STM,1186838.0,0.1,53.63
06/11/2021,Mitsubishi Electric Corp.,6503,3695226.0,0.1,
06/11/2021,Sandvik AB,SAND,2009767.0,0.09,-9.63
06/11/2021,Canon Inc.,7751,1861640.0,0.09,
06/11/2021,Rio Tinto Ltd.,RIO,696242.0,0.09,5.24
06/11/2021,Sampo Oyj,SAMPO,944572.0,0.09,
06/11/2021,Ferrari NV,RACE,227879.0,0.09,29.83
06/11/2021,Techtronic Industries Co. Ltd.,669,2337274.0,0.09,
06/11/2021,Panasonic Corp.,6752,3982684.0,0.09,
06/11/2021,Orsted AS,ORSTED,351890.0,0.09,
06/11/2021,Cie Generale des Etablissements Michelin SCA,ML,326996.0,0.09,-44.3
06/11/2021,National Bank of Canada,NA,626705.0,0.09,
06/11/2021,LUKOIL PJSC,LKOD,509946.0,0.09,
06/11/2021,KBC Group NV,KBC,516671.0,0.09,
06/11/2021,Genmab A/S,GMAB,111463.0,0.09,22.17
06/11/2021,Heineken NV,HEIA,442311.0,0.09,
06/11/2021,Kweichow Moutai Co. Ltd.,600519,164825.0,0.09,
06/11/2021,Franco-Nevada Corp.,FNV,355406.0,0.09,2.17
06/11/2021,Geberit AG,GEBN,63745.0,0.09,
06/11/2021,Societe Generale SA,GLE,1450882.0,0.09,
06/11/2021,Shiseido Co. Ltd.,4911,725784.0,0.09,
06/11/2021,E.ON SE,EOAN,4053780.0,0.09,
06/11/2021,Equinor ASA,EQNR,1805065.0,0.09,97.89
06/11/2021,Evolution AB,EVO,301303.0,0.09,67.01
06/11/2021,Deutsche Bank AG,DBK,3820731.0,0.09,
06/11/2021,Kakao Corp.,35720,500789.0,0.09,
06/11/2021,BAE Systems plc,BA.,6099491.0,0.09,
06/11/2021,Bajaj Finance Ltd.,BAJFINANCE,438629.0,0.09,
06/11/2021,America Movil SAB de CV,AMXL,55703293.0,0.09,
06/11/2021,Assa Abloy AB,ASSA,1714163.0,0.09,
06/11/2021,Air Liquide SA,AI,308241.0,0.09,1669.6
06/11/2021,United Overseas Bank Ltd.,U11,2426912.0,0.09,
06/11/2021,Tesco plc,TSCO,14333781.0,0.09,62.0
06/11/2021,Saudi Arabian Oil Co.,2222,4762032.0,0.09,
06/11/2021,Li Ning Co. Ltd.,2331,4018628.0,0.09,
06/11/2021,Swiss Re AG,SREN,539384.0,0.09,0.0
06/11/2021,East Japan Railway Co.,9020,676319.0,0.09,
06/11/2021,BYD Co. Ltd.,1211,1469655.0,0.09,
06/11/2021,Shimano Inc.,7309,146860.0,0.08,
06/11/2021,Daiwa House Industry Co. Ltd.,1925,1199729.0,0.08,
06/11/2021,RELX plc,REN,1494869.0,0.08,0.0
06/11/2021,RWE AG,RWE,1177013.0,0.08,
06/11/2021,Qatar National Bank QPSC,QNBK,8283838.0,0.08,
06/11/2021,Celltrion Inc.,68270,196464.0,0.08,
06/11/2021,Sysmex Corp.,6869,354018.0,0.08,
06/11/2021,Neste Oyj,NESTE,776320.0,0.08,
06/11/2021,NetEase Inc.,NTES,519296.0,0.08,8.36
06/11/2021,Kubota Corp.,6326,2034270.0,0.08,
06/11/2021,Komatsu Ltd.,6301,1712709.0,0.08,
06/11/2021,National Bank of Kuwait SAKP,NBK,12846014.0,0.08,
06/11/2021,Legal & General Group plc,LGEN,11089099.0,0.08,
06/11/2021,Hyundai Motor Co.,5380,260399.0,0.08,
06/11/2021,DNB Bank ASA,DNB,1923290.0,0.08,-32.28
06/11/2021,Credit Suisse Group AG,CSGN,4477391.0,0.08,
06/11/2021,Chugai Pharmaceutical Co. Ltd.,4519,1217221.0,0.08,
06/11/2021,Delivery Hero SE,DHER,352018.0,0.08,
06/11/2021,Axis Bank Ltd.,AXISBANK,4265577.0,0.08,
06/11/2021,Bank Central Asia Tbk PT,BBCA,18128199.0,0.08,26.49
06/11/2021,Fubon Financial Holding Co. Ltd.,2881,15119447.0,0.08,
06/11/2021,Japan Tobacco Inc.,2914,2197775.0,0.08,
06/11/2021,Aristocrat Leisure Ltd.,ALL,1195868.0,0.08,27.29
06/11/2021,Barrick Gold Corp.,ABX,2264985.0,0.08,
06/11/2021,Telefonica SA,TEF,9274458.0,0.08,28.61
06/11/2021,Teleperformance,TEP,108845.0,0.08,0.0
06/11/2021,SSE plc,SSE,1955234.0,0.08,
06/11/2021,Saudi Basic Industries Corp.,2010,1266740.0,0.08,
06/11/2021,ANTA Sports Products Ltd.,2020,2116673.0,0.08,
06/11/2021,Dai-ichi Life Holdings Inc.,8750,1952325.0,0.08,
06/11/2021,Mitsui Fudosan Co. Ltd.,8801,1726885.0,0.08,
06/11/2021,ORIX Corp.,8591,2292721.0,0.08,
06/11/2021,Olympus Corp.,7733,1972579.0,0.08,
06/11/2021,Formosa Plastics Corp.,1301,9104873.0,0.07,
06/11/2021,Aeon Co. Ltd.,8267,1314885.0,0.07,
06/11/2021,Suzuki Motor Corp.,7269,846097.0,0.07,
06/11/2021,Restaurant Brands International Inc.,QSR,565967.0,0.07,10.24
06/11/2021,Kyocera Corp.,6971,577121.0,0.07,
06/11/2021,Omron Corp.,6645,348903.0,0.07,
06/11/2021,Orange SA,ORA,3595902.0,0.07,11.49
06/11/2021,Magna International Inc.,MG,524720.0,0.07,146.74
06/11/2021,ArcelorMittal SA,MT,1188506.0,0.07,130.28
06/11/2021,Kerry Group plc,KRZ,287360.0,0.07,
06/11/2021,Intact Financial Corp.,IFC,265985.0,0.07,
06/11/2021,Imperial Brands plc,IMB,1758852.0,0.07,
06/11/2021,HCL Technologies Ltd.,HCLTECH,2032621.0,0.07,
06/11/2021,LafargeHolcim Ltd.,HOLN,793479.0,0.07,
06/11/2021,Flutter Entertainment plc,FLTR,193887.0,0.07,2.6
06/11/2021,Fresenius SE & Co. KGaA,FRE,761739.0,0.07,
06/11/2021,FirstRand Ltd.,FSR,9180073.0,0.07,74.08
06/11/2021,Fortis Inc./Canada,FTS,878288.0,0.07,11.31
06/11/2021,Grupo Financiero Banorte SAB de CV,GFNORTEO,5420718.0,0.07,
06/11/2021,CGI Inc.,GIB.A,414322.0,0.07,
06/11/2021,Essity AB,ESSITY,1139829.0,0.07,
06/11/2021,First Abu Dhabi Bank PJSC,FAB,8171021.0,0.07,41.97
06/11/2021,Shionogi & Co. Ltd.,4507,509897.0,0.07,
06/11/2021,Eisai Co. Ltd.,4523,493674.0,0.07,
06/11/2021,Coloplast A/S,COLO,249308.0,0.07,
06/11/2021,Aviva plc,AV.,7332455.0,0.07,
06/11/2021,Bharti Airtel Ltd.,BHARTIARTL,4273668.0,0.07,
06/11/2021,Afterpay Ltd.,APT,417977.0,0.07,-64.8
06/11/2021,Asian Paints Ltd.,ASIANPAINT,843800.0,0.07,
06/11/2021,ASM International NV,ASM,89706.0,0.07,1.56
06/11/2021,Akzo Nobel NV,AKZA,348440.0,0.07,
06/11/2021,Zalando SE,ZAL,409024.0,0.07,
06/11/2021,Worldline SA/France,WLN,457898.0,0.07,
06/11/2021,Asahi Group Holdings Ltd.,2502,786550.0,0.07,
06/11/2021,Universal Music Group NV,UMG,1385484.0,0.07,
06/11/2021,UPM-Kymmene Oyj,UPM,993398.0,0.07,
06/11/2021,Vale SA,VALE,2577301.0,0.07,7.1
06/11/2021,Delta Electronics Inc.,2308,4049676.0,0.07,
06/11/2021,China Mengniu Dairy Co. Ltd.,2319,5786504.0,0.07,
06/11/2021,Swedbank AB,SWED,1874938.0,0.07,
06/11/2021,Thomson Reuters Corp.,TRI,314555.0,0.07,40.45
06/11/2021,Sonova Holding AG,SOON,99263.0,0.07,
06/11/2021,Stellantis NV,STLA,2050937.0,0.07,58.0
06/11/2021,Skandinaviska Enskilda Banken AB,SEB,2719235.0,0.07,15.06
06/11/2021,Segro plc,SGRO,2253106.0,0.07,
06/11/2021,Nan Ya Plastics Corp.,1303,10553615.0,0.07,
06/11/2021,China Steel Corp.,2002,23059234.0,0.06,
06/11/2021,Sumitomo Corp.,8053,2098227.0,0.06,
06/11/2021,Unicharm Corp.,8113,728378.0,0.06,
06/11/2021,Link REIT,823,3910725.0,0.06,
06/11/2021,Sun Hung Kai Properties Ltd.,16,2676994.0,0.06,
06/11/2021,Rogers Communications Inc.,RCI.B,649451.0,0.06,
06/11/2021,Repsol SA,REP,2441747.0,0.06,
06/11/2021,Rolls-Royce Holdings plc,RR.,15692305.0,0.06,
06/11/2021,PTT PCL,PTT-F,26234678.0,0.06,
06/11/2021,CK Hutchison Holdings Ltd.,1,5044599.0,0.06,
06/11/2021,Kuaishou Technology,1024,2895800.0,0.06,
06/11/2021,Lasertec Corp.,6920,142240.0,0.06,
06/11/2021,Saudi Telecom Co.,7010,898950.0,0.06,
06/11/2021,Toshiba Corp.,6502,809485.0,0.06,
06/11/2021,Advantest Corp.,6857,370741.0,0.06,
06/11/2021,Petroleo Brasileiro SA,PBR.A,3036130.0,0.06,34.34
06/11/2021,Power Corp. of Canada,POW,1012321.0,0.06,
06/11/2021,Pembina Pipeline Corp.,PPL,1027299.0,0.06,2.87
06/11/2021,Nice Ltd.,NICE,119659.0,0.06,11.5
06/11/2021,NN Group NV,NN,579692.0,0.06,-7.76
06/11/2021,NatWest Group plc,NWG,9802614.0,0.06,81.68
06/11/2021,BeiGene Ltd.,6160,1118500.0,0.06,
06/11/2021,MTN Group Ltd.,MTN,3359408.0,0.06,57.9
06/11/2021,Kuehne + Nagel International AG,KNIN,93951.0,0.06,
06/11/2021,Larsen & Toubro Ltd.,LT,1286390.0,0.06,
06/11/2021,3i Group plc,III,1790588.0,0.06,300.45
06/11/2021,Itau Unibanco Holding SA,ITUB,6163038.0,0.06,-6.18
06/11/2021,James Hardie Industries plc,JHX,836251.0,0.06,53.7
06/11/2021,Henkel AG & Co. KGaA,HEN3,322748.0,0.06,
06/11/2021,H & M Hennes & Mauritz AB,HM,1628048.0,0.06,
06/11/2021,Fortescue Metals Group Ltd.,FMG,2977471.0,0.06,
06/11/2021,Gazprom PJSC,GAZP,5947577.0,0.06,
06/11/2021,Entain plc,ENT,1089398.0,0.06,0.0
06/11/2021,Eurofins Scientific SE,ERF,228368.0,0.06,460.44
06/11/2021,Fomento Economico Mexicano SAB de CV,FEMSAUBD,3434127.0,0.06,
06/11/2021,Otsuka Holdings Co. Ltd.,4578,788000.0,0.06,
06/11/2021,Z Holdings Corp.,4689,4826622.0,0.06,
06/11/2021,Carlsberg AS,CARL,182050.0,0.06,
06/11/2021,CNH Industrial NV,CNHI,1848492.0,0.06,105.94
06/11/2021,BT Group plc,BT.A,14070862.0,0.06,
06/11/2021,Hong Kong & China Gas Co. Ltd.,3,20380110.0,0.06,
06/11/2021,Bank Rakyat Indonesia Persero Tbk PT,BBRI,122130704.0,0.06,
06/11/2021,Bilibili Inc.,BILI,470312.0,0.06,55.36
06/11/2021,Cathay Financial Holding Co. Ltd.,2882,15471661.0,0.06,
06/11/2021,Atlas Copco AB,ATCO,663829.0,0.06,46.74
06/11/2021,Amcor plc,AMC,2897704.0,0.06,1705.19
06/11/2021,Woodside Petroleum Ltd.,WPL,1795726.0,0.06,
06/11/2021,Wheaton Precious Metals Corp.,WPM,842770.0,0.06,-11.41
06/11/2021,XPeng Inc.,XPEV,885537.0,0.06,69.37
06/11/2021,Kia Corp.,270,479626.0,0.06,
06/11/2021,Wal-Mart de Mexico SAB de CV,WALMEX,9710397.0,0.06,
06/11/2021,Credit Agricole SA,ACA,2295575.0,0.06,16.38
06/11/2021,United Microelectronics Corp.,UMC,2820176.0,0.06,93.37
06/11/2021,Veolia Environnement SA,VIE,957526.0,0.06,39.94
06/11/2021,Shenzhou International Group Holdings Ltd.,2313,1413249.0,0.06,
06/11/2021,Sunny Optical Technology Group Co. Ltd.,2382,1221418.0,0.06,
06/11/2021,Symrise AG,SY1,236216.0,0.06,
06/11/2021,Trip.com Group Ltd.,TCOM,982414.0,0.06,-1.08
06/11/2021,Sartorius AG,SRT3,46403.0,0.06,
06/11/2021,Stellantis NV,STLA,1726792.0,0.06,58.0
06/11/2021,Straumann Holding AG,STMN,18846.0,0.06,
06/11/2021,MS&AD Insurance Group Holdings Inc.,8725,881448.0,0.06,
06/11/2021,Mitsubishi Estate Co. Ltd.,8802,2146683.0,0.06,
06/11/2021,SGS SA,SGSN,11026.0,0.06,
06/11/2021,Svenska Handelsbanken AB,SHB,2749196.0,0.06,
06/11/2021,Siemens Healthineers AG,SHL,519798.0,0.06,
06/11/2021,Swiss Life Holding AG,SLHN,57969.0,0.06,
06/11/2021,CLP Holdings Ltd.,2,3082371.0,0.06,
06/11/2021,Smith & Nephew plc,SN.,1649483.0,0.05,
